Fund,Fund Description,Department,Department Description,Business Unit,Business Unit Description,Object Account,Object Account Description,FY2010 Budgeted Revenues,FY2010 Actual Revenues,FY2011 Budgeted Revenues,FY2011 Actual Revenues,FY2012 Budgeted Revenues,FY2012 Actual Revenues,FY2013 Budgeted Revenues,FY2013 Actual Revenues,FY 14 Budgeted Revenues,FY 14 Actual Revenues,FY 15 Budgeted Revenues,FY 15 Actual Revenues,FY 16 Budgeted Revenues,FY 16 Actual Revenues,FY 17 Budgeted Revenues,FY 17 Actual Revenues,FY18 Budgeted Revenues,FY 18 Actual Revenues,FY 19 Budgeted Revenues,FY 19 Actual Revenues,FY2020 Budgeted Revenues,FY2020 Actual Revenues
10101,GSD General,40,Parks,40106240,PAR Instructors,407654,Concessions,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1569.50,0,-1338.8
10101,GSD General,40,Parks,40107610,PAR Dept Leadership Sessions,408703,Subrogation Recovery,0,-626.28,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40107800,PAR Non Allocated Fin Trans,405471,Interest-MIP,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40150110,PAR Ted Rhodes Golf Course,431001,Transfer Operational,-60000,-33148.45,-75000,-74912.42,-75000,-76466.73,-75000,-59449.85,-75000.00,-59983.99,-75000.00,-65987.61,-60000.00,-67187.29,-60000.00,-30906.85,-60000.00,-77449.85,-60000.00,-104027.70,-60000,-44153.23
10101,GSD General,40,Parks,40150110,PAR Ted Rhodes Golf Course,407654,Concessions,-5000,-3361.34,-5700,-4437.5,-5700,-1542.06,-4500,-1290.18,-4500.00,-1198.69,-1200.00,-2252.00,-2000.00,-486.00,-1000.00,-354.00,-1000.00,-5784.20,-800.00,-22203.60,-20000,-15837.88
10101,GSD General,40,Parks,40150110,PAR Ted Rhodes Golf Course,407803,Athletic Fees,-588800,-376537.32,-576500,-423013.52,-626500,-496929.41,-713100,-478088.2,-621000.00,-470192.49,-552100.00,-453719.06,-475000.00,-532762.10,-526000.00,-585840.09,-540000.00,-542294.68,-511000.00,-535684.58,-540000,-496800.03
10101,GSD General,40,Parks,40150210,PAR Harpeth Hills Golf Course,408800,Rent,0,0,-300,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40150210,PAR Harpeth Hills Golf Course,431001,Transfer Operational,-60000,-33148.45,-75000,-74912.42,-75000,-76466.73,-75000,-100478.15,-75000.00,-95754.15,-75000.00,-114539.56,-95000.00,-111978.83,-95000.00,-45549.37,-95000.00,-82631.67,-95000.00,-157076.03,-95000,-52181.09
10101,GSD General,40,Parks,40150210,PAR Harpeth Hills Golf Course,407654,Concessions,-6000,-8938.62,-7400,-13012.74,-9000,-4554.59,-14000,-2458.94,-6000.00,-4469.95,-2500.00,-2338.00,-4000.00,-4589.50,-2500.00,-1184.50,-2500.00,-1194.00,-2000.00,-186.00,-2000,-306
10101,GSD General,40,Parks,40150210,PAR Harpeth Hills Golf Course,407803,Athletic Fees,-980100,-758229.34,-921900,-772979.1,-1012700,-894169.06,-1015900,-840096.94,-1144000.00,-822963.45,-998700.00,-798424.28,-845000.00,-834800.63,-820000.00,-748392.74,-680000.00,-646319.33,-810000.00,-812837.66,-885000,-573466.23
10101,GSD General,40,Parks,40150310,PAR Two Rivers Golf Course,431001,Transfer Operational,-60000,-33148.45,-75000,-74912.42,-75000,-76466.73,-75000,-69848.8,-75000.00,-68322.24,-75000.00,-80328.57,-70000.00,-74652.55,-70000.00,-21159.50,-70000.00,-68457.12,-70000.00,-126312.63,-70000,-36125.37
10101,GSD General,40,Parks,40150310,PAR Two Rivers Golf Course,407654,Concessions,-1000,-995.89,-5600,-9855.16,-5000,-886.24,-10000,-1029,-4500.00,-1224.00,-1200.00,-2182.00,-1200.00,-717.14,-2000.00,-261.00,-1000.00,-330.00,-1000.00,-1371.00,-1000,-1395
10101,GSD General,40,Parks,40150310,PAR Two Rivers Golf Course,407803,Athletic Fees,-770000,-693310.59,-775800,-669491.57,-825300,-663056.35,-830500,-674567.82,-930600.00,-668253.44,-725000.00,-684392.72,-725000.00,-709990.67,-755000.00,-621911.06,-755000.00,-736521.91,-755000.00,-802868.49,-825000,-578388.01
10101,GSD General,40,Parks,40150410,PAR Shelby Park Golf Course,431001,Transfer Operational,-20000,-11049.48,-25000,-24970.81,-25000,-25488.91,-25000,-27516.91,-25000.00,-34635.80,-25000.00,-48292.86,-30000.00,-52256.79,-30000.00,-22771.37,-30000.00,-48667.84,-30000.00,-90719.55,-30000,-28097.51
10101,GSD General,40,Parks,40150410,PAR Shelby Park Golf Course,407654,Concessions,0,0,-5600,-3407.92,-3500,-312,-3500,-348,-3500.00,-216.00,-2000.00,-1090.00,0.00,-227.02,0.00,0.00,0.00,-2997.81,0.00,-19409.25,-4000,-7314.39
10101,GSD General,40,Parks,40150410,PAR Shelby Park Golf Course,407803,Athletic Fees,-268500,-221292.55,-282700,-210533.02,-281700,-212676.61,-275200,-200307.32,-263000.00,-232927.01,-263000.00,-268921.16,-270000.00,-319466.63,-275000.00,-332824.65,-310000.00,-304481.17,-320000.00,-343333.75,-310000,-170252.36
10101,GSD General,40,Parks,40150510,PAR Warner Golf Course,431001,Transfer Operational,-20000,-11049.48,-25000,-24970.81,-25000,-25488.91,-25000,-14584.05,-25000.00,-8624.49,-25000.00,-11317.31,-10000.00,-22395.76,-10000.00,-8132.16,-10000.00,-23450.48,-10000.00,-30360.10,-10000,-12041.79
10101,GSD General,40,Parks,40150510,PAR Warner Golf Course,407654,Concessions,0,0,0,0,0,-5.5,-3000,-259.38,-1000.00,0.00,-1000.00,-1228.00,0.00,-162.00,-1200.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40150510,PAR Warner Golf Course,407803,Athletic Fees,-297400,-248754.3,-359200,-219233.48,-273600,-222943.34,-285600,-220997.44,-299000.00,-171722.78,-294000.00,-179613.28,-225000.00,-202708.84,-250000.00,-282420.02,-320000.00,-215812.79,-300000.00,-211423.16,-245000,-160565.85
10101,GSD General,40,Parks,40150610,PAR McCabe Golf Course,431001,Transfer Operational,-100000,-55247.42,-125000,-124854.06,-125000,-127444.54,-125000,-173933.55,-125000.00,-167166.64,-125000.00,-195864.93,-170000.00,-164235.61,-170000.00,-69945.86,-170000.00,-147900.45,-170000.00,-216365.46,-170000,-68236.81
10101,GSD General,40,Parks,40150610,PAR McCabe Golf Course,407654,Concessions,-13500,-9993.93,-5700,-3202.92,-15000,-5608.69,-3500,-3606.48,-6000.00,-2063.46,-4000.00,-1872.45,-2000.00,-4731.25,-2000.00,-2615.50,-2000.00,-3452.00,-2500.00,-2882.00,-2500,-355.5
10101,GSD General,40,Parks,40150610,PAR McCabe Golf Course,407801,Admissions,0,0,0,0,0,-6969,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40150610,PAR McCabe Golf Course,407803,Athletic Fees,-1217000,-1138077.51,-1258500,-988773.58,-1830000,-1455039.51,-2263500,-1539302.32,-1894000.00,-1506215.56,-1730000.00,-1559710.70,-1750000.00,-1646737.94,-1750000.00,-1635953.15,-1630000.00,-1493525.33,-1630000.00,-1585061.26,-1610000,-1114504.17
10101,GSD General,40,Parks,40150710,PAR Vinny Links Golf Course,407803,Athletic Fees,-42100,-40998.72,-43600,-31740.72,-41300,-28523.11,-41000,-33219.48,-30000.00,-37857.80,-36000.00,-16450.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40150810,PAR Parthenon,408701,Insurance Recovery,0,-23454.63,0,0,0,0,0,0,0.00,-65562.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40150810,PAR Parthenon,431001,Transfer Operational,-80000,-44197.93,-100000,-99883.24,-100000,-101955.65,-100000,-168241.42,-100000.00,-209333.68,-100000.00,-316827.83,-200000.00,-186631.37,-200000.00,-112258.25,-200000.00,-249385.83,-200000.00,-409769.79,-200000,-124431.83
10101,GSD General,40,Parks,40150810,PAR Parthenon,407654,Concessions,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3155.53,-2200.00,-7563.25,-10000.00,-6107.50,-7500,-4346.25
10101,GSD General,40,Parks,40150810,PAR Parthenon,407801,Admissions,-393000,-514554.92,-457700,-695088.91,-490000,-739772.33,-705000,-808554.19,-775400.00,-997605.12,-900000.00,-1013762.20,-1000000.00,-1302745.79,-1110000.00,-1494273.28,-1400000.00,-1657665.62,-1600000.00,-1750406.82,-2100000,-1236424.89
10101,GSD General,40,Parks,40150810,PAR Parthenon,407655,Re-sale Inventory,0,484.2,0,5430.8,0,3336.79,0,-150.9,0.00,-184.80,0.00,-2248.80,0.00,-10842.29,-15000.00,-7679.80,-20000.00,-7944.19,-10000.00,-36287.28,-7500,-25917.79
10101,GSD General,40,Parks,40150910,PAR Wave Country,431001,Transfer Operational,0,0,0,0,0,0,0,0,0.00,-14775.55,0.00,-22116.42,-25000.00,-67187.29,-25000.00,-13000.87,-50000.00,-45168.43,-50000.00,-92489.75,-50000,-36125.37
10101,GSD General,40,Parks,40150910,PAR Wave Country,407654,Concessions,-22000,-11948.95,-7900,-5186.87,-14300,-1705.97,-5000,-6240.32,-62500.00,-4600.00,-125000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40150910,PAR Wave Country,407801,Admissions,-707000,-549585.86,-639500,-433935.58,-705000,-369842.32,-507000,-342786.78,-405000.00,-339816.35,-354400.00,-404119.78,-385000.00,-479230.35,-400000.00,-367357.13,-400000.00,-413070.02,-401200.00,-440560.00,-403500,-229886.35
10101,GSD General,40,Parks,40151010,PAR Sportsplex,408800,Rent,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,-341
10101,GSD General,40,Parks,40151010,PAR Sportsplex,431001,Transfer Operational,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4403.04,0.00,-3639.85,0,0
10101,GSD General,40,Parks,40151010,PAR Sportsplex,407654,Concessions,-13500,-30240.57,-22900,-26900.03,-30000,-17247.95,-30000,-16905.16,-15000.00,-19725.59,-27000.00,-21158.60,-20000.00,-64113.42,-25000.00,-157834.19,-125000.00,-169449.67,-160000.00,-173975.44,-180000,-54291.48
10101,GSD General,40,Parks,40151010,PAR Sportsplex,407801,Admissions,-1650000,-1549997.44,-1748600,-1698394.4,-1600000,-1563867.37,-1675000,-1736780.5,-1692500.00,-1579193.13,-1800000.00,-1686448.22,-1675000.00,-1995323.91,-1872000.00,-2295163.39,-1940000.00,-2417920.16,-2200000.00,-2428966.60,-2400000,-1974110.86
10101,GSD General,40,Parks,40151010,PAR Sportsplex,407803,Athletic Fees,0,0,0,0,0,0,0,0,0.00,0.00,-120000.00,-238939.31,-225000.00,-238558.98,-230000.00,-76207.57,-230000.00,-145585.09,-180000.00,-182651.01,-180000,-184889.23
10101,GSD General,40,Parks,40151010,PAR Sportsplex,407806,Membership Dues,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-135.50,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40151110,x-PARTennis,407654,Concessions,-25000,-3355,-11300,-250,-10000,-760.5,-300,-4977,-800.00,-15971.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40151110,x-PARTennis,407803,Athletic Fees,0,-30397.02,-81100,-106049.45,-90000,-111845.99,-100000,-132574.31,-120000.00,-135611.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,40,Parks,40151210,PAR Hamilton Creek Marina,408800,Rent,-220000,-249416.33,-250800,-271747.52,-250000,-207710.38,-300000,-243022.39,-300000.00,-303222.54,-300000.00,-324342.25,-300000.00,-327638.19,-325000.00,-284632.90,-325000.00,-283774.16,-334900.00,-429579.23,-325000,-304897.65
10101,GSD General,41,Arts Commission,41105000,ART Basic Grants,431804,Transfer HOT Arts Commission,-100000,-100000,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,41,Arts Commission,41106100,ART Cultural Vitality Index,409300,Contribute-Group/Individual,0,0,0,0,0,0,-7500,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,41,Arts Commission,41106100,ART Cultural Vitality Index,407807,Workshop/Seminar Fees,0,0,0,0,0,-1530,0,-7500,-5000.00,-5190.03,-7500.00,-1656.25,-7500.00,0.00,0.00,-1000.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,41,Arts Commission,41106300,ART Non Allocated Fin Trans,405471,Interest-MIP,0,0,0,24.47,0,0,0,0,0.00,-29.06,0.00,-23.43,0.00,0.00,0.00,0.00,0.00,-163.48,0.00,-639.95,0,-594.57
10101,GSD General,41,Arts Commission,41106300,ART Non Allocated Fin Trans,405472,Unrealized Gain/Loss MIP,0,0,0,0,0,0,0,0,0.00,-35.22,0.00,-86.28,0.00,0.00,0.00,0.00,0.00,77.29,0.00,-208.00,0,-82.6
10101,GSD General,41,Arts Commission,41106300,ART Non Allocated Fin Trans,405473,Realized Gain/Loss MIP,0,0,0,0,0,0,0,0,0.00,0.22,0.00,0.24,0.00,0.00,0.00,0.00,0.00,16.48,0.00,65.48,0,109.67
10101,GSD General,42,Public Works,42141110,PW GSD Developer Services,406605,E911,-4800,-4900,-4800,-4900,-4800,-7350,-4900,-4900,-4900.00,-4900.00,-4900.00,-4900.00,-4900.00,-4900.00,-4900.00,-4900.00,-4900.00,0.00,-4900.00,0.00,0,-4900
10101,GSD General,42,Public Works,42141110,PW GSD Developer Services,406606,ECD,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4900.00,0.00,-4900.00,-4900,0
10101,GSD General,42,Public Works,42141310,PW GSD Right of Way Permits,403308,Excavation Permit,-127400,-202359.32,-130000,-207238.11,-190000,-241394.6,-237500,-154962.3,-200000.00,-235475.23,-160000.00,-417397.42,-200000.00,-1424118.42,-565000.00,-1459443.72,-1000000.00,-1835994.96,-1500000.00,-1844198.62,-1400000,-1695044.54
10101,GSD General,42,Public Works,42141310,PW GSD Right of Way Permits,403312,Sidewalk & ROW Permit,0,0,0,-2930,0,-200,0,-300,0.00,-300.00,0.00,-300.00,0.00,-200.00,0.00,-400.00,0.00,-400.00,0.00,-200.00,0,-200
10101,GSD General,42,Public Works,42141310,PW GSD Right of Way Permits,403320,Temp Street Close Permit,-350000,-392366,-275000,-425961.78,-375000,-462860,-375000,-564740,-450000.00,-700906.98,-550000.00,-930430.00,-600000.00,-1814925.00,-1650000.00,-4131235.00,-2200000.00,-3495050.00,-4000000.00,-2686780.00,-2500000,-3215157.48
10101,GSD General,42,Public Works,42141310,PW GSD Right of Way Permits,403330,Mobile Food Vendor Permit,0,0,0,0,0,0,0,-1320,0.00,-1485.00,0.00,-495.00,0.00,-110.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,42,Public Works,42141310,PW GSD Right of Way Permits,407744,St & Alley Map Amend,-4500,-5450,-4500,-6700,-5500,-8300,-5000,-7750,-6000.00,-8300.00,-6000.00,-13952.00,-7000.00,-15850.00,-15000.00,-17000.00,-15000.00,-16500.00,-15000.00,-19050.00,-15000,-13750
10101,GSD General,42,Public Works,42141310,PW GSD Right of Way Permits,407804,Sidewalk Waiver Reviews,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,-14760
10101,GSD General,42,Public Works,42141410,PW GSD Park Spaces Off Street,407743,Parking,-3578500,-2974306.06,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,407743,Parking,-2150000,-1285797.64,-1575000,-1363585.75,-1300000,-1375436.13,-1300000,-1216337.51,-1300000.00,-1210060.64,-1225000.00,-1183479.05,-1225000.00,-1083418.44,-1718300.00,-1137291.18,-1000000.00,-1176380.36,-1050000.00,-1052141.77,-1100000,-766449.03
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,403319,Meter Occupancy Permit,-70000,-90959.57,-58000,-121936.78,-90000,-88920,-90000,-73715,-70000.00,-69325.00,-75000.00,-67310.00,-65000.00,-126339.74,-126000.00,-75135.00,-96000.00,-99327.00,-96000.00,-101381.00,-84000,-230135
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,407763,Residential Permit Parking,-1800,-2800,-1900,-1740,-2900,-2375,-2600,-2180,-3500.00,-2115.00,-3000.00,-2360.00,-2600.00,-3100.00,-2600.00,-3215.00,-3900.00,-3965.00,-4800.00,-4955.00,-5300,-5734
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,407764,Loading Zone Permits,-6200,-5600,-7200,-7980,-5800,-14080,-7000,-13360,-6000.00,-11200.00,-3100.00,-11955.00,-6400.00,-26040.00,-9000.00,-52305.00,-6600.00,-41640.00,-25000.00,-25360.00,-7800,-30751
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,407765,Valet Parking Permits,-2700,-5800,-2300,-100,-8300,-1250,-3500,-1350,-4100.00,-2400.00,-2700.00,-2400.00,-3200.00,-3600.00,-3200.00,-1850.00,-3800.00,-3850.00,-4200.00,-3396.00,-5300,-4500
10101,GSD General,42,Public Works,42141420,PW GSD Park Spaces On Street,407774,Green Parking Permit,0,0,0,0,0,-1440,-1500,-940,-1500.00,-860.00,-1000.00,-867.48,-1000.00,-875.00,-1000.00,-590.00,-800.00,-745.00,-800.00,-725.00,0,-545
10101,GSD General,42,Public Works,42141510,PW GSD Street Construction,407602,Plans & Specifications,-1000,-1200,-1000,0,-1200,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,42,Public Works,42141610,PW GSD Sidewalk Construction,407602,Plans & Specifications,0,0,0,-1300,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,403321,Event & Film Permit,0,0,0,0,0,-21833,0,-41048.53,-24000.00,-46753.88,-38000.00,-45655.18,-39000.00,-29023.55,-313100.00,-60697.98,-61000.00,-105713.38,-89800.00,-94495.00,-105500,-60600
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,407754,House Mover Escort Srv,-3000,-513.35,-3000,-1232.69,-1000,-1865.27,-1000,-1050.78,-1000.00,-1081.15,-1000.00,171.43,-1000.00,-292.54,-500.00,0.00,-500.00,0.00,0.00,0.00,0,0
10101,GSD General,42,Public Works,42142832,PW GSD Traffic Sign & Marking,404900,Court Ordered Restitutions,0,0,0,0,0,0,0,0,0.00,-100.00,0.00,-200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,42,Public Works,42142832,PW GSD Traffic Sign & Marking,407606,Garbage & Junk,-3600,-16915.68,-10000,-12818.53,-13000,-15352.84,-6000,-9435.93,-6000.00,-9277.50,-7000.00,-15697.95,-8000.00,-7007.35,-8000.00,-7421.66,-5500.00,-16211.32,-8000.00,-8577.15,-10000,-160.5
10101,GSD General,42,Public Works,42145230,PW TL Permitting,407601,Photostat & Microfilm,0,0,0,0,0,0,0,-98.7,-100.00,-22.50,-100.00,-20.00,-100.00,-6.00,-100.00,-445.70,-100.00,-3.40,0.00,-2.30,0,0
10101,GSD General,42,Public Works,42145230,PW TL Permitting,403104,Taxicab License,0,0,0,0,0,0,-149200,-192460,-163000.00,-195260.00,-286900.00,-306375.00,-266600.00,-320070.00,-300000.00,-336855.00,-337600.00,-315854.00,-310000.00,-229905.00,-235600,-197085
10101,GSD General,42,Public Works,42145230,PW TL Permitting,403106,Gen Wrecker License,0,0,0,0,0,0,-16300,-15625,-11700.00,-10825.07,-10900.00,-11420.00,-9900.00,-11425.00,-10000.00,-11410.00,-11000.00,-8770.00,-8800.00,-8650.00,-6700,-5950
10101,GSD General,42,Public Works,42145230,PW TL Permitting,403107,Emrgncy Wrckr License,0,0,0,0,0,0,-18600,-19400,-18200.00,-16825.00,-17500.00,-18335.00,-17500.00,-19465.00,-17500.00,-18650.00,-18300.00,-20450.00,-19500.00,-19610.00,-18800,-19880
10101,GSD General,42,Public Works,42145230,PW TL Permitting,403112,Pedi Vehicle License,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,-7100.00,-4500.00,-6090.00,-5700.00,-7725.00,-5800.00,-3220.00,-4600,-1900
10101,GSD General,42,Public Works,42145230,PW TL Permitting,403113,Low Speed Vehicle License,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,-8305.00,-4400.00,-7210.00,-7400.00,-3700.00,-7600.00,-3705.00,-6200,-265
10101,GSD General,42,Public Works,42145230,PW TL Permitting,403123,Horse-Drawn Carriage License,0,0,0,0,0,0,-2100,-2655,-1800.00,-2925.00,-1900.00,-3655.00,-1900.00,-3325.00,-2000.00,-3615.00,-1900.00,-2855.00,-1900.00,-2635.00,-1700,-4345
10101,GSD General,42,Public Works,42145230,PW TL Permitting,403124,Booting Service License,0,0,0,0,0,0,-1200,-1950,-1400.00,-5460.00,-2100.00,-6393.07,-2100.00,-9580.00,-7000.00,-6320.00,-7700.00,-6280.00,-12500.00,-9010.00,-11500,-8120
10101,GSD General,42,Public Works,42145230,PW TL Permitting,403125,Other PVH Company Certificates,0,0,0,0,0,0,-22800,-14030,-12000.00,-18900.00,-14000.00,-28945.00,-14000.00,-32910.00,-28000.00,-38205.00,-31200.00,-38620.00,-34000.00,-46180.00,-41500,-14145
10101,GSD General,42,Public Works,42145230,PW TL Permitting,403303,Taxicab Driver Permit,0,0,0,0,0,0,-35900,-49100,-56600.00,-58355.00,-40900.00,-59705.20,-38900.00,-49015.00,-40000.00,-41775.00,-41500.00,-33765.00,-37900.00,-28725.00,-23400,-23020
10101,GSD General,42,Public Works,42145230,PW TL Permitting,403304,Wrecker Permit,0,0,0,0,0,0,-9800,-17790,-7900.00,-12545.00,-6400.00,-13495.25,-6400.00,-14205.00,-11000.00,-14730.00,-7200.00,-13120.00,-6100.00,-11900.00,-4900,-10775
10101,GSD General,42,Public Works,42145230,PW TL Permitting,403324,Other PVH Vehicle Permit,0,0,0,0,0,0,-5100,-3805,-9400.00,-2315.00,-7700.00,-2685.00,-8400.00,-2980.00,-1000.00,-3425.00,-1400.00,-2215.00,-2100.00,-2715.00,-13700,-1400
10101,GSD General,42,Public Works,42145230,PW TL Permitting,403325,Other PVH Driver Permit,0,0,0,0,0,0,-6300,-17935,-10700.00,-28720.00,-14000.00,-30020.00,-15000.00,-31340.30,-20000.00,-28145.00,-19200.00,-25915.00,-29400.00,-31105.00,-19900,-11695
10101,GSD General,42,Public Works,42145230,PW TL Permitting,403334,Pedi Vehicle Permit,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,-13545.00,-2000.00,-8255.00,-2000.00,-6270.00,-2200.00,-3415.00,-2000,-760
10101,GSD General,42,Public Works,42145230,PW TL Permitting,403335,Low Speed Vehicle Permit,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,-15395.00,-2000.00,-16040.00,-2900.00,-10855.00,-3100.00,-10180.00,-2800,-4375
10101,GSD General,42,Public Works,42145230,PW TL Permitting,403336,Shared Urban Mobility D,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-130750.00,-210000,0
10101,GSD General,42,Public Works,42161110,PW GSD Administration,405471,Interest-MIP,0,0,0,5461.55,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,42,Public Works,42161110,PW GSD Administration,405472,Unrealized Gain/Loss MIP,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,42,Public Works,42161110,PW GSD Administration,431001,Transfer Operational,0,0,0,0,-2600,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,42,Public Works,42161110,PW GSD Administration,403321,Event & Film Permit,0,0,0,0,0,0,-22000,500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,42,Public Works,42803100,PW WM Metro Collection,407655,Re-sale Inventory,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,-645
10101,GSD General,44,Human Relations Commission,44100110,HRC Multicultural Education,407807,Workshop/Seminar Fees,0,0,0,0,0,-400,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,44,Human Relations Commission,44100210,HRC Civil Rights Compliance,407807,Workshop/Seminar Fees,0,0,0,0,0,0,0,0,0.00,-535.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,45,X-Transportation Licensing,45102300,x-TXI  Permitting,409518,Other,0,0,0,0,0,-10.7,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,45,X-Transportation Licensing,45102300,x-TXI  Permitting,407601,Photostat & Microfilm,0,-20.9,0,-8.05,0,-82.3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,45,X-Transportation Licensing,45102300,x-TXI  Permitting,403104,Taxicab License,-140000,-142125,-139700,-144826,-140200,-150175,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,45,X-Transportation Licensing,45102300,x-TXI  Permitting,403106,Gen Wrecker License,-13000,-24265,-13000,-18040,-15000,-17410,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,45,X-Transportation Licensing,45102300,x-TXI  Permitting,403107,Emrgncy Wrckr License,-18000,-13850,-19700,-20680,-18000,-20980,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,45,X-Transportation Licensing,45102300,x-TXI  Permitting,403123,Horse-Drawn Carriage License,-2800,-3175,-1900,-2260,-1900,-2461,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,45,X-Transportation Licensing,45102300,x-TXI  Permitting,403124,Booting Service License,0,-690,-1900,-500,-1200,-810,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
